id_codigo_intituicao;nome_da_ies
491;FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE
492;FACULDADE DE MEDICINA NOVA ESPERANÇA
493;FACULDADE CIDADE LUZ
494;FACULDADE DE BOITUVA
495;FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU
496;FACULDADE DE TECNOLOGIA DE CURITIBA
497;FACULDADE CENTRAL DO RECIFE CENTRO
498;FACULDADE DE TECNOLOGIA FTEC
499;CENTRO UNIVERSITÁRIO DE ITAJUBÁ
500;FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ
501;FACULDADE DE DUQUE DE CAXIAS
502;FACULDADE ATAME
503;FACULDADE UNINASSAU ARAPIRACA
504;FACULDADE IBG
505;FACULDADE EVOLUÇÃO DO VALE DO ACARAÚ
506;FACULDADE MERIDIONAL
507;FACULDADE DE PRESIDENTE VENCESLAU
508;UNIVERSIDADE DO VALE DO PARAÍBA
509;INSTITUTO UNA DE JATAÍ
510;CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE
511;FACULDADE DE MAUÁ - FAMA
512;FACULDADE DE PRESIDENTE PRUDENTE
513;FACULDADE METROPOLITANA DO ESTADO DE SÃO PAULO
514;ESCOLA SUPERIOR DE ADMINISTRAÇÃO E GESTÃO STRONG DA BAIXADA SANTISTA
515;FACULDADE DE INFORMÁTICA DO RECIFE
516;FACULDADE DA REGIÃO SERRANA
517;FACULDADE GIANNA BERETTA
518;FACULDADE METROPOLITANA DE ANÁPOLIS
519;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA
520;FACULDADE DE SÃO PAULO
521;FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO
522;FACULDADE DE MIRASSOL
523;FACULDADE DE CIÊNCIAS E EMPREENDEDORISMO
524;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN
525;UNIVERSIDADE FUMEC
526;FACULDADE UNA DE POUSO ALEGRE
527;FACULDADE DE OLÍMPIA
528;FACULDADE GUAIRACÁ DE PRUDENTÓPOLIS
529;FACULDADE DE RIBEIRÃO PIRES
530;FACULDADE ÚNICA DE IPATINGA
531;CENTRO UNIVERSITÁRIO CEUNI - FAMETRO
532;ESCOLA DE ENSINO SUPERIOR FABRA
533;CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO
534;FACULDADE DE SÃO BERNARDO DO CAMPO - FASB
535;CENTRO UNIVERSITÁRIO UNIVEL
536;FACULDADE SÃO LUÍS
537;FACULDADE PALOTINA
538;FACULDADE DO LITORAL SUL PAULISTA
539;FACULDADE IDEAU DE BAGE
540;FACULDADE SISTEMA DE ENSINO GAÚCHO
541;FACULDADE IDEAU DE CAXIAS DO SUL
542;FACULDADES INTEGRADAS APARÍCIO CARVALHO VILHENA
543;FACULDADE SUDAMERICA
544;CENTRO DE ENSINO SUPERIOR RIOGRANDESE
545;CENTRO UNIVERSITÁRIO - UNIESP
546;FACULDADE DE CIÊNCIAS HUMANAS,EXATAS E DA SAÚDE DO PIAUÍ
547;FACULDADE PRESIDENTE ANTÔNIO CARLOS
548;FACULDADE SANTISSIMA TRINDADE
549;FACULDADE DE TECNOLOGIA DA PARAÍBA
550;FACULDADE LINEAR
551;CENTRO UNIVERSITÁRIO LA SALLE DO RIO DE JANEIRO
552;FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL
553;FACULDADE VALE DO PAJEU
554;FACULDADE DE MÚSICA CARLOS GOMES
555;FACULDADE DE EDUCAÇÃO DE JARU
556;CENTRO UNIVERSITÁRIO PRESIDENTE TANCREDO DE ALMEIDA NEVES
557;CENTRO UNIVERSITÁRIO TOCANTINENSE PRESIDENTE ANTÔNIO CARLOS
558;FACULDADE UNIFAMETRO CASCAVEL
559;INSTITUTO DE ENSINO SUPERIOR FRANCISCANO
560;FACULDADE DE APUCARANA
561;FOCCA - FACULDADE DE OLINDA
562;FACULDADE DE EDUCAÇÃO FÍSICA DA ASSOCIAÇÃO CRISTÃ DE MOÇOS DE SOROCABA
563;FACULDADE DE SANTO ANDRE
564;FACULDADE DE PRESIDENTE EPITÁCIO - FAPE
565;FACULDADE ELO
566;FACULDADE MARIA MILZA
567;FACULDADE DA ALTA PAULISTA
568;CENTRO UNIVERSITÁRIO FACVEST
569;FACULDADES INTEGRADAS BARROS MELO
570;FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA
571;FACULDADE DE DIREITO DE VITÓRIA
572;UNIVERSIDADE IBIRAPUERA
573;FACULDADE UNIFAMETRO MARACANAÚ
574;FACULDADE UNA DE NOVA SERRANA
575;CENTRO UNIVERSITÁRIO SÃO LUCAS
576;FACULDADE DE TAQUARITINGA
577;FACULDADE DE TUPÃ
578;CENTRO UNIVERSITÁRIO U:VERSE
579;FACULDADES JOÃO PAULO II - PELOTAS
580;FACULDADES INTEGRADAS DA AMERICA DO SUL
581;CENTRO DE ENSINO SUPERIOR DO TOCANTINS
582;CENTRO UNIVERSITÁRIO ALVES FARIA
583;FACULDADE ANTÔNIO MENEGHETTI
584;FACULDADE DE DIREITO FRANCISCO BELTRÃO
585;FACULDADE DE TECNOLOGIA DE PIRACICABA
586;FACULDADE LEONARDO DA VINCI - SANTA CATARINA
587;FACULDADES INTEGRADAS POTENCIAL
588;FACULDADES INTEGRADAS MACHADO DE ASSIS
589;FACULDADE DO GUARUJÁ
590;UNIVERSIDADE ANHEMBI MORUMBI
591;INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA
592;FACULDADE CENTRO PAULISTANO
593;FACULDADE UNIATENEU
594;FACULDADE DE DRACENA
595;FACULDADE DO LITORAL PARANAENSE
596;INSTITUTO DE ENSINO SUPERIOR DE CUIABÁ
597;FACULDADE DE MATO GROSSO
598;FACULDADE EVANGELICA MACKENZIE DO PARANÁ
599;FACULDADES JOÃO PAULO II
600;CENTRO UNIVERSITÁRIO SOCIESC
601;FACULDADE INTERNACIONAL DA PARAÍBA
602;FACULDADE SOCIESC DE BALNEÁRIO CAMBORIÚ
603;CENTRO UNIVERSITÁRIO ASSUNÇÃO
604;FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA
605;FACULDADES JOÃO PAULO II - CAMPUS PORTO ALEGRE
606;CENTRO UNIVERSITÁRIO CAMPOS DE ANDRADE
607;FACULDADE VALE DO CRICARE
608;FACULDADE SANTA MARIA DA GLÓRIA
609;CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO
610;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS
611;FACULDADE DO INSTITUTO BRASIL
612;FACULDADE DE BALSAS
613;FACULDADE NETWORK
614;FACULDADE DOM ALBERTO
615;FACULDADE DE MEDICINA DE ITAJUBÁ
616;FACULDADE DOM PEDRO II DE TECNOLOGIA
617;INSTED - INSTITUTO AVANÇADO DE ENSINO SUPERIOR E DESENVOLVIMENTO HUMANO
618;INSTITUTO SUPERIOR DE EDUCAÇÃO OCIDENTE
619;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS
620;FACULDADE DO VALE DO ITAJAÍ MIRIM
621;FACULDADE METROPOLITANA DE RIO DO SUL
622;CENTRO DE ENSINO SUPERIOR RIOGRANDENSE MARAU CESURG
623;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE UBERABA
624;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS
625;FACULDADES NETWORK - CAMPUS SUMARE
626;FACULDADE UNA DE DIVINÓPOLIS
627;CENTRO UNIVERSITÁRIO PADRE ALBINO
628;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS
629;FACULDADE CATÓLICA DE ANÁPOLIS
630;FACULDADE PADRE JOÃO BAGOZZI
631;FACULDADE FUNORTE DE JANUÁRIA
632;FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL
633;FACULDADE DOM BOSCO DE PORTO ALEGRE
634;FACULDADE DE CIÊNCIAS MEDICAS DA PARAÍBA
635;FACULDADE GUARAPUAVA
636;FACULDADE DE MEDICINA DE BARBACENA
637;FACULDADE REINALDO RAMOS
638;FACULDADE NOSSA SENHORA DE FÁTIMA
639;CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA
640;FACULDADE CLARETIANA DE TEOLOGIA
641;FACULDADES INTEGRADAS DO NORTE DE MINAS - FUNORTE
642;FACULDADE DE CIÊNCIAS MEDICAS E DA SAÚDE DE JUIZ DE FORA
643;FACULDADE KENNEDY DE MINAS GERAIS - FKMG
644;FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA
645;FACULDADE DE DIREITO DE IPATINGA
646;INSTITUTO DE CIÊNCIAS DA SAÚDE
647;FACULDADE PROMOVE DE MINAS GERAIS
648;FACULDADE NORTE CAPIXABA DE SAO MATEUS
649;FACULDADE KENNEDY DE BELO HORIZONTE
650;FACULDADE UNIRB - TERESINA
651;FACULDADE UNINASSAU PETROLINA
652;FACULDADE UNINASSAU CARUARU
653;FACIULDADE UNINASSAU BRASÍLIA
654;FACULDADE SANTO AGOSTINHO
655;FACULDADE PROMOVE DE BELO HORIZONTE
656;FACULDADE PROMOVE DE TECNOLOGIA
657;UNIVERSIDADE DO VALE DO ITAJAÍ
658;FACULDADE UNINASSAU MANAUS
659;FACULDADE UNINASSAU CABO
660;FACULDADE CESGRANRIO
661;CENTRO UNIVERSITÁRIO FAMETRO
662;FACULDADE DO NOROESTE DE MINAS
663;FACULDADE SANTO AGOSTINHO DE SETE LAGOAS
664;FACULDADE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA
665;FACULDADE UNINASSAU OLINDA - NASSAU OLINDA
666;FACULDADE ZACARIAS DE GÓES
667;FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ
668;FACULDADE CIDADE DE COROMANDEL
669;FACULDADE SANTÍSSIMO SACRAMENTO
670;FACULDADE CECAPE
671;FACULDADE DE PIRACANJUBA
672;FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE
673;FACULDADE DE AMERICANA
674;FACULDADE FINOM DE PATOS DE MINAS
675;FACULDADE TECSOMA
676;FACULDADE UNIRB - ARACAJU
677;FACULDADE BRASILEIRA DE TECNOLOGIA
678;INSTITUTO FLORENCE DE ENSINO SUPERIOR
679;FACULDADE DO VALE DO RIO ARINOS
680;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA
681;FACULDADE ALIANÇA EDUCACIONAL DO ESTADO DE SÃO PAULO
682;FACULDADE DO NORTE DE MATO GROSSO
683;FACULDADE DE CIÊNCIAS MEDICAS DE TRÊS RIOS
684;FACULDADE LUSÓFONA DE SÃO PAULO
685;UNIVERSIDADE JOSE DO ROSÁRIO VELLANO
686;FACULDADE DOM BOSCO
687;FACULDADE DE TECNOLOGIA E CIÊNCIAS DA BAHIA
688;UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO
689;FACULDADE UNIVERITAS UNIVERSUS VERITAS DE BELO HORIZONTE - VERITAS BH
690;FACULDADE CAPITAL FEDERAL
691;UNIVERSIDADE DO VALE DO SAPUCAÍ
692;FACULDADE UNIRB - JUAZEIRO
693;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE GOVERNADOR VALADARES
694;FACULDADE SANTA CECÍLIA
695;FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA
696;ESCOLA SUPERIOR DE AVIAÇÃO CIVIL
697;UNAMA FACULDADE DA AMAZÔNIA DE BOA VISTA
698;SOBRESP - FACULDADE DE CIÊNCIAS DA SAÚDE
699;FACULDADE BAIANA DE TECNOLOGIA E CIÊNCIAS
700;FACULDADE DINÃMICA DO VALE DO PIRANGA
701;CENTRO UNIVERSITÁRIO FACENS
702;FACULDADE CALAFIORI
703;FACULDADE DE CIÊNCIAS HUMANAS DO ESTADO DE SÃO PAULO
704;FACULDADE QUIRINÓPOLIS
705;FACULDADE NOROESTE DO MATO GROSSO
706;FACULDADE UNINASSAU FEIRA DE SANTANA
707;FACULDADE UNIRB - MACEIO
708;FACULDADE DE JUSSARA
709;FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ
710;ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING
711;FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO
712;CENTRO UNIVERSITÁRIO DE DESENVOLVIMENTO DO CENTRO OESTE
713;UNIVERSIDADE DE SOROCABA
714;UNIVERSIDADE FRANCISCANA
715;FACULDADE PIO DECIMO DE CANINDE DO SAO FRANCISCO
716;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO
717;FACULDADE DE DIREITO DE VARGINHA - FADIVA
718;FACULDADE FIGUEIREDO COSTA - FIC
719;FACULDADE CIDADE DE APARECIDA DE GOIÃNIA
720;FACULDADE DE CIÊNCIAS MEDICAS DE MINAS GERAIS
721;FACULDADE PRESIDENTE ANTÔNIO CARLOS DE MARIANA
722;FACULDADE DE ENGENHARIA DE RESENDE
723;FACULDADE UNIRB -  CEARÁ
724;FACULDADE ADVENTISTA PARANAENSE
725;FACULDADE MAUÁ DE BRASÍLIA
726;CENTRO UNIVERSITÁRIO UNIFAAT
727;FACULDADE INTEGRADA DE PALMEIRAS DE GOIÁS
728;AJES - FACULDADE DO VALE DO JURUENA
729;FACULDADE EDUCACIONAL ARAUCÁRIA
730;FACULDADE SEQUENCIAL
731;CENTRO TECNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE
732;CHRISTUS FACULDADE DO PIAUÍ
733;FACULDADE HERRERO
734;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA
735;CENTRO UNIVERSITÁRIO ICESP
736;FACULDADE DE ARACAJU
737;FACULDADES INTEGRADAS VIANNA JÚNIOR
738;FACULDADE CESUSC
739;FACULDADE DOM PEDRO II - LUIS EDUARDO MAGALHÃES
740;FACULDADE DE TECNOLOGIA ALTO MEDIO SÃO FRANCISCO
741;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO
742;FACULDADE DE TECNOLOGIA CARLOS DRUMMOND DE ANDRADE
743;FACULDADE CAMPO GRANDE
744;NOVA FACULDADE
745;FACULDADE MATO GROSSO DO SUL
746;FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU
747;FACULDADE SERGIPANA
748;CENTRO UNIVERSITÁRIO CATÓLICO DE VITÓRIA
749;FACULDADE DE TECNOLOGIA EM SAÚDE
750;CENTRO UNIVERSITÁRIO FAMINAS
751;UNIVERSIDADE DE MARÍLIA
752;CENTRO UNIVERSITÁRIO EURO-AMERICANO
753;FACULDADE PAN AMAZAMAZÔNIANICA
754;CLARETIANO - CENTRO UNIVERSITÁRIO
755;CENTRO UNIVERSITÁRIO UNIDADE DE ENSINO SUPERIOR DOM BOSCO
756;CENTRO UNIVERSITÁRIO SENAC
757;FACULDADE DE DIREITO DE SANTA MARIA
758;FACULDADE GRAN TIETÊ
759;FACULDADE ARAGUAIA
760;CENTRO UNIVERSITÁRIO CAMPO LIMPO PAULISTA
761;FACULDADE SANTA TEREZINHA
762;FACULDADE AMADEUS
763;CENTRO UNIVERSITÁRIO PADRE ANCHIETA
764;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC
765;INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO
766;FACULDADE LOURENÇO FILHO
767;FACULDADE MATER DEI
768;FACULDADE DE MINAS BH
769;FACULDADE DO FUTURO
770;FACULDADE DE INTEGRAÇÃO DO SERTÃO
771;FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO
772;CLARETIANO - FACULDADE DE BOA VISTA
773;FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO
774;CENTRO UNIVERSITÁRIO EURÍPEDES DE MARÍLIA
775;CENTRO UNIVERSITÁRIO REDENTOR
776;FACULDADE DE MIGUEL PEREIRA
777;FACULDADE DE TECNOLOGIA LOURENÇO FILHO
778;FACULDADE DE CIÊNCIAS GERENCIAIS DE SÃO GOTARDO
779;FACULDADE DO VALE DO JAGUARIBE
780;FACULDADE SAPIENS
781;FACULDADE UNIRB - BARREIRAS
782;FACULDADE ITOP
783;FACULDADE UNIRB - ARAPIRACA
784;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA
785;FACULDADE REGIONAL BRASILEIRA - MACEIÓ
786;FACULDADE DE CIÊNCIAS DO TOCANTINS
787;CENTRO UNIVERSITÁRIO SANTO AGOSTINHO
788;CENTRO UNIVERSITÁRIO FACISA
789;FACULDADE CATHEDRAL
790;FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS
791;CENTRO UNIVERSITÁRIO DE PATOS
792;FACULDADE SANTO AGOSTINHO DE ITABUNA
793;INSTITUTO DE ENSINO SUPERIOR DE TERESINA
794;FACULDADE DE ENSINO E CULTURA DO CEARÁ
795;CENTRO UNIVERSITÁRIO DE RIO PRETO
796;FACULDADE BARÃO DE PIRATININGA
797;FACULDADES INTEGRADAS DE PATOS
798;CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS
799;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS
800;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA
801;FACULDADE EVANGELICA DE GOIANESIA
802;FACULDADE DE SAÚDE SANTO AGOSTINHO DE VITÓRIA DA CONQUISTA
803;CENTRO UNIVERSITÁRIO DE ANÁPOLIS
804;FACULDADE EVANGELICA DE CERES
805;CENTRO UNIVERSITÁRIO ATENEU
806;FACULDADE DE PATO BRANCO
807;FACULDADE BRASILEIRA
808;FACULDADE EVANGELICA DE RUBIATABA
809;FACULDADE EVANGELICA DE SENADOR CANEDO
810;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSE DE SOUZA HERDY
811;FACULDADE INTEGRADA DE SANTA MARIA
812;FACULDADE DE PIMENTA BUENO
813;FACULDADE DE IPORÁ
814;FACULDADE PANAMERICANA DE JI-PARANÁ
815;FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ
816;FACULDADE EVANGELICA RAÍZES
817;FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE
818;INSTITUTO DE ENSINO SUPERIOR DE AMERICANA
819;CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM
820;FACULDADE MELIES DE TECNOLOGIA
821;FACULDADE DE CIÊNCIAS GERENCIAIS PADRE ARNALDO JANSSEN
822;INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ
823;FACULDADE FUNORTE DE JANAÚBA
824;FACULDADE DE EDUCAÇÃO DE GUARATINGUETÁ
825;FACULDADE ASA DE BRUMADINHO
826;UNIVERSIDADE FEEVALE
827;FACULDADE INTERNACIONAL DE SÃO LUÍS
828;FACULDADE PADRE CÍCERO
829;FACULDADE DE IBAITI
830;FACULDADE METROPOLITANA SÃO CARLOS BJI
831;FACULDADE SOCIESC DE ITAJAÍ
832;FACULDADE NOVO HAMBURGO
833;FACULDADE DE CAMPINA GRANDE DO SUL
834;CENTRO UNIVERSITÁRIO SANTA AMELIA
835;CENTRO UNIVERSITÁRIO DE LINS
836;UNIVERSIDADE SANTA CECÍLIA
837;CENTRO UNIVERSITÁRIO DE EXCELÊNCIA ENIAC
838;FACULDADE DO VALE DO SÃO FRANCISCO
839;FACULDADE DO CARIRI PARAIBANO
840;FACULDADES INTEGRADAS DE SERGIPE
841;FACULDADE SANTO ANTONIO DE QUEIMADAS
842;FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS
843;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA
844;FACULDADE SUPERIOR DE ENSINO PROGRAMUS
845;FACULDADE PITÁGORAS DA PARAÍBA
846;FACULDADE EDUCACIONAL MILLENNIUM
847;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA
848;FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE
849;FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA
850;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO
851;FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL
852;FACULDADE DE CIÊNCIAS SOCIAIS E HUMANAS SOBRAL PINTO
853;FACULDADES INTEGRADAS CAMÕES
854;FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE
855;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE SINOP
856;FACULDADE ANHANGUERA PITÁGORAS VOTORANTIM
857;FACULDADE DE COMUNICAÇÃO PITÁGORAS UNIDADE GUARAPARI
858;FACULDADE DE DIREITO DE TANGARÁ DA SERRA
859;FACULDADE PITÁGORAS DE MINAS GERAIS
860;FACULDADES INTEGRADAS DE TANGARÁ DA SERRA
861;CENTRO DE ENSINO UNIFICADO DO PIAUÍ
862;FACULDADE UNA DE CATALÃO
863;FACULDADE PITÁGORAS DE GUARAPARI
864;FACULDADE PITAGORAS DE EUNAPOLIS
865;FACULDADE DE DIREITO UNIDADE GUARAPARI
866;FACULDADE DE CIÊNCIAS JURÍDICAS, GERENCIAIS E EDUCAÇÃO DE SINOP
867;FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE
868;FACULDADE UNIME DE EDUCAÇÃO E COMUNICAÇÃO
869;CENTRO SUPERIOR UNA DE CATALÃO
870;FACULDADE VAN GOGH
871;FACULDADE DE CIÊNCIAS MEDICAS DE SÃO JOSÉ DOS CAMPOS
872;FACULDADE PITÁGORAS DE JEQUIE
873;FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ
874;FACULDADE DE TECNOLOGIA BANDEIRANTES
875;CENTRO UNIVERSITÁRIO PITÁGORAS DE MARABÁ
876;FACULDADE IBMEC SÃO PAULO
1754;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ
1755;FACULDADE EVANGÉLICA DE CERES
1756;UNIVERSIDADE EVANGÉLICA DE GOIÁS
1757;FACULDADE EVANGÉLICA DE GOIANÉSIA
1758;FACULDADE EVANGÉLICA DE JARAGUÁ
1759;UNIVERSIDADE CATÓLICA DOM BOSCO
1760;FACULDADE EVANGÉLICA DE SENADOR CANEDO
1761;CENTRO UNIVERSITÁRIO DE GOIÁS
1762;FACULDADES INTEGRADAS DE JAHU
1763;UNIVERSIDADE CATÓLICA DE PERNAMBUCO
1764;UNIVERSIDADE TIRADENTES
1765;CENTRO UNIVERSITÁRIO TIRADENTES
1766;CENTRO UNIVERSITÁRIO TIRADENTES DE PERNAMBUCO
1767;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS
1768;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO
1769;FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES
1770;CENTRO UNIVERSITÁRIO AESO -  BARROS MELO
1771;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS
1772;CENTRO UNIVERSITÁRIO DE BRASÍLIA
1773;ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE
1774;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS
1775;CENTRO DE ENSINO SUPERIOR DE ARCOVERDE
1776;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA
1777;FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE
1778;CENTRO DE ENSINO SUPERIOR DE CONSELHEIRO LAFAIETE
1779;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ
1780;CENTRO UNIVERSITÁRIO DE SETE LAGOAS
1781;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES
1782;FACULDADES INTEGRADAS DE ARARAQUARA
1783;CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS
1784;CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO
1785;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU
1786;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO
1787;FACULDADES INTEGRADAS DA UPIS
1788;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE
1789;CENTRO UNIVERSITÁRIO FILADÉLFIA
1790;CENTRO UNIVERSITÁRIO METODISTA
1791;FACULDADE ESTÁCIO DE SÁ DE VILA VELHA
1792;FACULDADE ESTÁCIO DE SÁ DE VITÓRIA
1793;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA
1794;CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA
1795;FACULDADE ESTÁCIO DE SÁ DE OURINHOS
1796;UNIVERSIDADE LUTERANA DO BRASIL
1797;FACULDADE ESTÁCIO DE SÁ DE GOIÁS
1798;CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM
1799;CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS
1800;CENTRO UNIVERSITÁRIO LUTERANO DE PALMAS
1801;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA
1802;CENTRO UNIVERSITÁRIO SANT ANNA
1803;FACULDADE ARMANDO ALVARES PENTEADO
1804;UNIVERSIDADE DO GRANDE RIO PROFESSOR JOSÉ DE SOUZA HERDY
1805;UNIVERSIDADE VEIGA DE ALMEIDA
1806;UNIVERSIDADE METODISTA DE SÃO PAULO
1807;UNIVERSIDADE CASTELO BRANCO
1808;FACULDADE DE MEDICINA DE PETRÓPOLIS
1809;CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA
1810;FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ
1811;CENTRO UNIVERSITÁRIO ARTHUR SÁ EARP NETO
1812;CENTRO UNIVERSITÁRIO DE VOLTA REDONDA
1813;CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO
1814;UNIVERSIDADE DO SUL DE SANTA CATARINA
1815;CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO
1816;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ
1817;FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA
1818;CENTRO UNIVERSITÁRIO FLUMINENSE
1819;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM
1820;CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ
1821;FACULDADES INTEGRADAS CAMPO-GRANDENSES
1822;CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX
1823;CENTRO UNIVERSITÁRIO DO DISTRITO FEDERAL
1824;CENTRO UNIVERSITÁRIO DE BARRA MANSA
1825;FACULDADE DE EDUCAÇÃO SÃO LUÍS
1826;UNIVERSIDADE CATÓLICA DO SALVADOR
1827;CENTRO UNIVERSITÁRIO DE VOTUPORANGA
1828;FACULDADES OSWALDO CRUZ
1829;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS
1830;CENTRO UNIVERSITÁRIO CELSO LISBOA
1831;CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS
1832;UNIVERSIDADE METODISTA DE PIRACICABA
1833;CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO
