id_municipio;municipio
1169;MACAIBA
1170;DERRUBADAS
1171;TENENTE PORTELA
1172;CRISSIUMAL
1173;FRAIBURGO
1174;MORRO REDONDO
1175;PAROBE
1176;JUQUITIBA
1177;SIRINHAEM
1178;CORONEL JOAO SA
1179;CARIRA
1180;SITIO DO QUINTO
1181;BEBERIBE
1182;ENCANTO
1183;CANGUARETAMA
1184;BARRA DA ESTIVA
1185;BOTUPORA
1186;ITAPIRANGA
1187;PARACATU
1188;JANDAIA DO SUL
1189;PARAPUA
1190;IACRI
1191;FRANCISCO BELTRAO
1192;"""PALMEIRA D""""OESTE"""
1193;MESSIAS
1194;GOIANESIA DO PARA
1195;UMBUZEIRO
1196;PALMEIRAS DO TOCANTINS
1197;"""OLHO D""""AGUA"""
1198;CAPELA DE SANTANA
1199;BARRA DE SANTA ROSA
1200;GOIANA
1201;MERCES
1202;EMBU-GUACU
1203;ERVALIA
1204;MIRADOURO
1205;SAO LUIS DO PIAUI
1206;SERRITA
1207;OBIDOS
1208;TAILANDIA
1209;XAMBIOA
1210;SAO GERALDO DO ARAGUAIA
1211;ITABELA
1212;RIO DAS OSTRAS
1213;ARMACAO DOS BUZIOS
1214;PORTO ACRE
1215;SAO JOSE DO RIO PRETO
1216;SENA MADUREIRA
1217;FORMOSO DO ARAGUAIA
1218;CARLOPOLIS
1219;SAO MANUEL
1220;CHAVANTES
1221;SAO FRANCISCO DE SALES
1222;ITAPAGIPE
1223;CAMPINA VERDE
1224;DOM EXPEDITO LOPES
1225;SANTO INACIO DO PIAUI
1226;OEIRAS
1227;AREIOPOLIS
1228;RINOPOLIS
1229;SANTOS
1230;CAMPO FORMOSO
1231;SAO JOSE DE PIRANHAS
1232;PARAIBANO
1233;SERRA TALHADA
1234;PARAGUACU
1235;ARARUNA
1236;POCO REDONDO
1237;ARACAJU
1238;LOUVEIRA
1239;PRINCESA ISABEL
1240;ASSIS
1241;PETROPOLIS
1242;SUD MENNUCCI
1243;CATALAO
1244;SANTA CRUZ DO CAPIBARIBE
1245;SAO SEBASTIAO DE LAGOA DE ROCA
1246;DOUTOR PEDRINHO
1247;JOAO DIAS
1248;SANTA CRUZ DA BAIXA VERDE
1249;PENAFORTE
1250;IBIRACU
1251;AGUA DOCE DO NORTE
1252;POTIRETAMA
1253;IGUATU
1254;RIACHO DA CRUZ
1255;SAO FRANCISCO DO OESTE
1256;CONCEICAO DA BARRA
1257;SANTO AUGUSTO
1258;PIUM
1259;LIZARDA
1260;ARAPOTI
1261;SENADOR CANEDO
1262;MARECHAL THAUMATURGO
1263;SAQUAREMA
1264;PASSAGEM
1265;POCO FUNDO
1266;NATERCIA
1267;MANDURI
1268;PEDRAS DE MARIA DA CRUZ
1269;CARAUBAS
1270;PATU
1271;SANTO ANTONIO
1272;GOIANINHA
1273;SANTANA DA VARGEM
1274;COQUEIRAL
1275;ILICINEA
1276;MALLET
1277;UNIAO DA VITORIA
1278;SIMPLICIO MENDES
1279;SAO PAULO DO POTENGI
1280;PONTES GESTAL
1281;CAMPOS GERAIS
1282;TRES PONTAS
1283;QUINTANA
1284;PORTO UNIAO
1285;PAULA FREITAS
1286;CANOINHAS
1287;BITURUNA
1288;VIDEIRA
1289;SALGADO DE SAO FELIX
1290;BREJINHO
1291;NATUBA
1292;MAMANGUAPE
1293;SANTA LUZ
1294;NOVA CRUZ
1295;PIRACAIA
1296;GOIANESIA
1297;BIRITIBA-MIRIM
1298;ITAGUATINS
1299;PARINTINS
1300;SANTA VITORIA DO PALMAR
1301;SANTA HELENA DE GOIAS
1302;JARAGUA
1303;PORANGATU
1304;NIQUELANDIA
1305;HIDROLINA
1306;TOROPI
1307;URUACU
1308;BARROS CASSAL
1309;TAPERA
1310;RIO BANANAL
1311;MARA ROSA
1312;SETE LAGOAS
1313;ITUPORANGA
1314;RIO DO SUL
1315;LOURDES
1316;INHUMAS
1317;JACUI
1318;MONDAI
1319;BARROQUINHA
1320;SERRA DE SAO BENTO
1321;TAQUARITINGA
1322;BALNEARIO CAMBORIU
1323;CRATEUS
1324;COLMEIA
1325;IPUEIRAS
1326;VILA RICA
1327;BRASILANDIA DO TOCANTINS
1328;IPAPORANGA
1329;GOIANORTE
1330;INDEPENDENCIA
1331;SAO MIGUEL DO ARAGUAIA
1332;NOVA IGUACU DE GOIAS
1333;SAO LUIZ DO NORTE
1334;HERCULANDIA
1335;PALMEIRANTE
1336;ITAPORA DO TOCANTINS
1337;PEDRO AFONSO
1338;PRESIDENTE KENNEDY
1339;COLINAS DO TOCANTINS
1340;BARRA DE SAO MIGUEL
1341;RIO ACIMA
1342;APODI
1343;REMANSO
1344;CAPELA DO ALTO ALEGRE
1345;ALTO RIO DOCE
1346;VERE
1347;FEIRA NOVA
1348;AGUA NOVA
1349;TUPI PAULISTA
1350;SANTA MARIANA
1351;IBAITI
1352;IACU
1353;CALUMBI
1354;RIO REAL
1355;TAPIRAMUTA
1356;OLHOS-D AGUA
1357;BANANAL
1358;CAJAZEIRAS
1359;CONDADO
1360;DESCALVADO
1361;NOVA SOURE
1362;CONCEICAO DA FEIRA
1363;IBIRAPITANGA
1364;ITAPITANGA
1365;ALAGOA GRANDE
1366;PILOES
1367;GUARABIRA
1368;RODRIGUES ALVES
1369;GENERAL CARNEIRO
1370;PAULO FRONTIN
1371;RIO AZUL
1372;ACREUNA
1373;BOM JESUS
1374;FLORIANO
1375;PENHA
1376;TIJUCAS
1377;ITAJAI
1378;ITAPAGE
1379;TANGARA DA SERRA
1380;MARECHAL CANDIDO RONDON
1381;MERCEDES
1382;NOVA SANTA ROSA
1383;LUIZ ALVES
1384;ESCADA
1385;SANTANA DOS GARROTES
1386;RIBEIRAO
1387;CARMO DO RIO VERDE
1388;CABECEIRAS
1389;LUISBURGO
1390;BARRO ALTO
1391;ORIZANIA
1392;TUCUMA
1393;MANHUACU
1394;PONTES E LACERDA
1395;VARZEA PAULISTA
1396;BALNEARIO ARROIO DO SILVA
1397;JATAI
1398;CONCEICAO
1399;SAO JOAO DO RIO DO PEIXE
1400;SOUSA
1401;SANTA CRUZ
1402;LAVRAS DA MANGABEIRA
1403;AURORA
1404;TAMANDARE
1405;GUACUI
1406;VALENTE
1407;IBOTIRAMA
1408;BERNARDINO BATISTA
1409;BARRO
1410;PORTEIRAS
1411;BONITO DE SANTA FE
1412;VITORIA DE SANTO ANTAO
1413;IPOJUCA
1414;PALMARES
1415;AMARAJI
1416;POCO BRANCO
1417;PRIMAVERA
1418;PLANALTINO
1419;TRES FRONTEIRAS
1420;MADRE DE DEUS
1421;PICOS
1422;COSTA RICA
1423;FIGUEIRAO
1424;CAMPINORTE
1425;PALMEIROPOLIS
1426;RORAINOPOLIS
1427;VENDA NOVA DO IMIGRANTE
1428;RIO PARDO
1429;CARAZINHO
1430;AGUA BRANCA
1431;UNIAO DE MINAS
1432;ITAPACI
1433;ARATUBA
1434;SAO THOME DAS LETRAS
1435;SAO BENTO ABADE
1436;IPEUNA
1437;FATIMA
1438;CONCEICAO DO COITE
1439;PE DE SERRA
1440;SANTA MARIA
1441;CRATO
1442;ITATIAIUCU
1443;CAMPO DO MEIO
1444;IVAI
1445;BURI
1446;ALMEIRIM
1447;UMUARAMA
1448;CONSELHEIRO LAFAIETE
1449;MONTE ALEGRE
1450;PARANAVAI
1451;TAQUARI
1452;LIMA CAMPOS
1453;GAMELEIRA
1454;CORURIPE
1455;CAMPO BOM
1456;ICHU
1457;CUBATAO
1458;CONCEICAO DE MACABU
1459;BURITIRAMA
1460;ITACAJA
1461;PERUIBE
1462;SAO JOAO DA VARJOTA
1463;BOM JESUS DO TOCANTINS
1464;OURILANDIA DO NORTE
1465;PEQUIZEIRO
1466;TUPIRAMA
1467;ITAPARICA
1468;UTINGA
1469;SERRA DOURADA
1470;TAGUAI
1471;POCO DE JOSE DE MOURA
1472;MARIZOPOLIS
1473;ICO
1474;BREJO SANTO
1475;CORTES
1476;MARATAIZES
1477;ITAPEMIRIM
1478;ITABERABA
1479;BAIXA GRANDE
1480;ITABAIANA
1481;UMBAUBA
1482;ATIBAIA
1483;ITATINGA
1484;SANTA ISABEL DO PARA
1485;ARROIO DO TIGRE
1486;URUGUAIANA
1487;FORTALEZA DOS VALOS
1488;IBIRUBA
1489;CANDIDO GODOI
1490;SERAFINA CORREA
1491;ERNESTINA
1492;CIRIACO
1493;SOLEDADE
1494;NOVA BOA VISTA
1495;ESPUMOSO
1496;NOVO XINGU
1497;ALEGRETE
1498;SAO FELIX DO XINGU
1499;JACI
1500;TRES BARRAS
1501;CRUZ MACHADO
1502;NHANDEARA
1503;SAO JOAO DO TRIUNFO
1504;PIRAPETINGA
1505;ITAOCARA
1506;MIRACEMA
1507;CAMBUCI
1508;SANTO ANTONIO DE PADUA
1509;ECOPORANGA
1510;SANTA MARIA DE JETIBA
1511;LARANJA DA TERRA
1512;CERRO GRANDE
1513;AMETISTA DO SUL
1514;BOA VISTA DAS MISSOES
1515;SOBRALIA
1516;SANTA MARIA DO OESTE
1517;IRINEOPOLIS
1518;PRESIDENTE DUTRA
1519;NAZARE
1520;BOMBINHAS
1521;PORTO BELO
1522;RECURSOLANDIA
1523;ARAGUAINA
1524;TANGUA
1525;CASTRO ALVES
1526;ERICO CARDOSO
1527;PORANGA
1528;SALESOPOLIS
1529;NOVA HARTZ
1530;BARROCAS
1531;BREU BRANCO
1532;GUATAPARA
1533;JOSE BONIFACIO
1534;AROEIRAS DO ITAIM
1535;INHUMA
1536;ITIRAPINA
1537;JAICOS
1538;RIBEIRAO BONITO
1539;QUILOMBO
1540;PIMENTEIRAS
1541;XANXERE
1542;MARAVILHA
1543;ARARIPE
1544;BENTO GONCALVES
1545;MARCOLANDIA
1546;GEMINIANO
1547;MONSENHOR HIPOLITO
1548;RIO GRANDE DA SERRA
1549;MATAO
1550;ITATIBA
1551;IELMO MARINHO
1552;LUIS CORREIA
1553;JACOBINA
1554;SERTAO SANTANA
1555;GASPAR
1556;RIO DOS CEDROS
1557;ANAGE
1558;BOA NOVA
1559;CHAVAL
1560;ARAPIRACA
1561;GRANJA
1562;TORRINHA
1563;GOVERNADOR NEWTON BELLO
1564;SERRA NEGRA DO NORTE
1565;NOVA OLINDA
1566;ALIANCA
1567;JUAZEIRO
1568;IBITIARA
1569;IPIAU
1570;PAU BRASIL
1571;FAXINAL
1572;SERTANOPOLIS
1573;GUARATINGUETA
1574;SAIRE
1575;LAGOA DO CARRO
1576;PIRAI
1577;INACIOLANDIA
1578;PORTALEGRE
1579;JAGUARAO
1580;SEABRA
1581;ORINDIUVA
1582;SINOP
1583;BARRA DO PIRAI
1584;GUARIBA
1585;JAU
1586;ENCRUZILHADA DO SUL
1587;PRESIDENTE TANCREDO NEVES
1588;FIGUEIRA
1589;CONSELHEIRO MAIRINCK
1590;PIRAI DO NORTE
1591;TABAI
1592;BRASILEIRA
1593;IPUPIARA
1594;PIRIPIRI
1595;SATIRO DIAS
1596;MIGUEL CALMON
1597;CRUZ DAS ALMAS
1598;ENTRE RIOS
1599;IPU
1600;MONGAGUA
1601;BARRA DE SANTO ANTONIO
1602;GUARIBAS
1603;CACHOEIRA PAULISTA
1604;CANAS
1605;CUJUBIM
1606;LUCELIA
1607;POMPEIA
1608;BARREIROS
1609;PARAISOPOLIS
1610;CHUPINGUAIA
1611;RIO DO ANTONIO
1612;ITAPETINGA
1613;OLEO
1614;ARANDU
1615;SANTA LUZIA DO PARA
1616;JOAO PINHEIRO
1617;MAJOR VIEIRA
1618;JAGUARUANA
1619;ITIUBA
1620;ACRELANDIA
1621;COTRIGUACU
1622;ANTONIO OLINTO
1623;BROTAS
1624;IPORA DO OESTE
1625;ITAITUBA
1626;SELBACH
1627;VILA MARIA
1628;FONTOURA XAVIER
1629;ERECHIM
1630;GUAPORE
1631;CHOROZINHO
1632;CANSANCAO
1633;ARATUIPE
1634;SAO JERONIMO
1635;NOVA VICOSA
1636;LAGUNA
1637;CACHOEIRINHA
1638;SAO JOAO NEPOMUCENO
1639;CORONEL PACHECO
1640;CONCEICAO DO ARAGUAIA
1641;SANTA ROSA DO TOCANTINS
1642;CONGONHAL
1643;BORDA DA MATA
1644;SAO DOMINGOS DO MARANHAO
1645;SALGUEIRO
1646;ARARIPINA
1647;GARANHUNS
1648;FLORES
1649;TUPANATINGA
1650;BELO JARDIM
1651;GIRAU DO PONCIANO
1652;CAMPINA DAS MISSOES
1653;TAPEJARA
1654;CARNAUBEIRA DA PENHA
1655;CAPUTIRA
1656;IUNA
1657;ABRE CAMPO
1658;AMERICANO DO BRASIL
1659;MALHADA DE PEDRAS
1660;MORRO DO CHAPEU
1661;IBIACA
1662;LAGOA VERMELHA
1663;NAO-ME-TOQUE
1664;VICTOR GRAEFF
1665;CASCA
1666;BATALHA
1667;SAO JOAO DO CARIRI
1668;CARANGOLA
1669;MATIPO
1670;FORTALEZA DOS NOGUEIRAS
1671;SAO JOAO DEL REI
1672;LAGOA SECA
1673;ERVAL GRANDE
1674;ITUMIRIM
1675;LAVRAS
1676;CANA VERDE
1677;CAMPO BELO
1678;NEPOMUCENO
1679;CLAUDIO
1680;BARRA BONITA
1681;BURITIZEIRO
1682;CAPITAO DE CAMPOS
1683;PIRACURUCA
1684;ROLANTE
1685;TAQUARA
1686;JAGUARIAIVA
1687;RIBEIRAO DO PINHAL
1688;REMIGIO
1689;TRES CACHOEIRAS
1690;MARACAJA
1691;SAO LUDGERO
1692;IGARAPAVA
1693;MIRASSOL
1694;FREI LAGONEGRO
1695;NOVA RAMADA
1696;SENADOR ALEXANDRE COSTA
1697;BALSAS
1698;SALTO DO JACUI
1699;CONDOR
1700;MANDAGUACU
1701;AMPARO
1702;BACABAL
1703;SAO JOAO DO SUL
1704;PESQUEIRA
1705;SANHARO
1706;SANTO ANTONIO DE JESUS
1707;ENTRE RIOS DO OESTE
1708;RIBEIRA DO POMBAL
1709;VARZEA DA ROCA
1710;BARRA DO CHOCA
1711;BOM JESUS DA SERRA
1712;JEREMOABO
1713;TUPARETAMA
1714;NOVA RUSSAS
1715;ARARENDA
1716;SAO JOSE DA COROA GRANDE
1717;CARRAPATEIRA
1718;IPAUMIRIM
1719;CACHOEIRA DOS INDIOS
1720;CORONEL SAPUCAIA
1721;CABREUVA
1722;PATIS
1723;TRES DE MAIO
1724;TURIACU
1725;PRIMEIRA CRUZ
1726;TIMBAUBA
1727;PEDREIRAS
1728;TAMBORIL
1729;SAO MIGUEL DA BAIXA GRANDE
1730;SAO MIGUEL DO OESTE
1731;SEDE NOVA
1732;BATURITE
1733;SANTA MARIA DA VITORIA
1734;PORTO
1735;LIBERATO SALZANO
1736;MOTUCA
1737;MONTE SANTO DE MINAS
1738;SAO JOAO DO OESTE
1739;TUNAPOLIS
1740;PRATA
1741;PIUMA
1742;ALTONIA
1743;SAO JORGE
1744;NOVA ALVORADA
1745;SANTO EXPEDITO DO SUL
1746;BARRA FUNDA
1747;PONTAO
1748;RIBEIRA DO AMPARO
1749;CENTRAL
1750;JOAO DOURADO
1751;NOVO CRUZEIRO
1752;CARIRIACU
1753;CARIUS
1754;CAETES
1755;IBIPITANGA
1756;CORONEL JOSE DIAS
1757;HIDROLANDIA
1758;LAGOA FORMOSA
1759;ITUIUTABA
1760;CONCEICAO DAS ALAGOAS
1761;BROTAS DE MACAUBAS
1762;MONTAURI
1763;SANTO ANTONIO DO PALMA
1764;ELDORADO DO SUL
1765;BELTERRA
1766;IBIRAMA
1767;BRACO DO TROMBUDO
1768;DONA EMMA
1769;UNAI
1770;SAO DOMINGOS DO AZEITAO
1771;SAO GONCALO DO PIAUI
1772;SAO JOSE DE MIPIBU
1773;"""LAGOA D""""ANTA"""
1774;INDAIAL
1775;BOA ESPERANCA DO SUL
1776;JURUTI
1777;SANTO CRISTO
1778;SAO BENEDITO
1779;SAO LUIS GONZAGA DO MARANHAO
1780;CABIXI
1781;CARIDADE DO PIAUI
1782;JAGUARIBE
1783;VARGEM ALTA
1784;ICONHA
1785;APERIBE
1786;RIO PRETO
1787;CRUZEIRO DO OESTE
1788;CAMPO DO BRITO
1789;NOSSA SENHORA DE LOURDES
1790;ALMIRANTE TAMANDARE DO SUL
1791;PRIMAVERA DO LESTE
1792;SUSSUAPARA
1793;SANTO ANTONIO DE LISBOA
1794;FRONTEIRAS
1795;ITAINOPOLIS
1796;SANTANA DO PIAUI
1797;SAO JOSE DO RIO PARDO
1798;BELEM DO BREJO DO CRUZ
1799;TAQUARITINGA DO NORTE
1800;RIACHAO DO JACUIPE
1801;CAXAMBU DO SUL
1802;ALEGRETE DO PIAUI
1803;ITIQUIRA
1804;PEDRA PRETA
1805;SONORA
1806;PLANALTO DA SERRA
1807;JUSCIMEIRA
1808;CAJAPIO
1809;PERDOES
1810;ARACOIABA
1811;QUIRINOPOLIS
1812;CAMPOS VERDES
1813;AMARALINA
1814;CANAA DOS CARAJAS
1815;CAMPOS ALTOS
1816;TIRADENTES
1817;CANINDE DE SAO FRANCISCO
1818;PIRANHAS
1819;BOM JESUS DO SUL
1820;DARCINOPOLIS
1821;RONDOLANDIA
1822;NOVO AIRAO
1823;SOBRAL
1824;DOIS IRMAOS
1825;VERANOPOLIS
1826;APICUM-ACU
1827;ARAXA
1828;RIO DO PIRES
1829;PARELHAS
1830;ANTONIO GONCALVES
1831;ARAIOSES
1832;CUBATI
1833;SAO GOTARDO
1834;SANTA ROSA DE GOIAS
1835;BAMBUI
1836;TIROS
1837;GRUPIARA
1838;ITAMOGI
1839;SANTA RITA DO PASSA QUATRO
1840;ANDORINHA
1841;COLORADO
1842;CHAPADINHA
1843;DOMINGOS MOURAO
1844;MODELO
1845;ITA
1846;MOGI-MIRIM
1847;ALFREDO CHAVES
1848;TAMBORIL DO PIAUI
1849;NOVA ESPERANCA
1850;MINEIROS
1851;NOVA ESPERANCA DO PIRIA
1852;SANTANA DE PARNAIBA
1853;SAO FRANCISCO DO PARA
1854;MARANGUAPE
1855;BREJO DO PIAUI
1856;ANGICOS
1857;CANTO DO BURITI
1858;PORECATU
1859;PRESIDENTE SARNEY
1860;PORTO REAL
1861;RIO CASCA
1862;LIBERDADE
1863;IPANEMA
1864;SENHORA DE OLIVEIRA
1865;JOAO RAMALHO
1866;SAO JOSE DA LAGOA TAPADA
1867;LAGOA
1868;VIEIROPOLIS
1869;WENCESLAU BRAZ
1870;CARIDADE
1871;EUSEBIO
1872;PETROLANDIA
1873;ITAMARACA
1874;TROMBAS
1875;BRAZABRANTES
1876;IBITIRAMA
1877;IRAQUARA
1878;IPIRA
1879;UMARI
1880;GUIA LOPES DA LAGUNA
1881;DIAMANTINO
1882;HUMAITA
1883;CORONEL BICACO
1884;PALMITINHO
1885;CONCORDIA
1886;BAIXIO
1887;PALMA
1888;COQUEIROS DO SUL
1889;SAO JOSE DO OURO
1890;PARNARAMA
1891;BELAGUA
1892;ARACATI
1893;DIVINOLANDIA DE MINAS
1894;BRUSQUE
1895;ITANHEM
1896;ARTUR NOGUEIRA
1897;SAO MAMEDE
1898;CAJURU
1899;TAMBAU
1900;MANTENOPOLIS
1901;BARRA DE SAO FRANCISCO
1902;SAO GONCALO DO PARA
1903;RITAPOLIS
1904;LUMINARIAS
1905;SAO JOSE DOS QUATRO MARCOS
1906;VERTENTE DO LERIO
1907;TELEMACO BORBA
1908;CARANDAI
1909;BOM PRINCIPIO
1910;CAPIM GROSSO
1911;CONCEICAO DO MATO DENTRO
1912;SENADOR POMPEU
1913;SAPEZAL
1914;SAO JOSE DA LAPA
1915;BALNEARIO PINHAL
1916;ENGENHEIRO BELTRAO
1917;POCO DANTAS
1918;JABORANDI
1919;SAO FELIX DO CORIBE
1920;SAO JOSE DO ALEGRE
1921;MARIA DA FE
1922;PIRANGUCU
1923;CONCHAL
1924;JURIPIRANGA
1925;ARACAGI
1926;IRUPI
1927;SAO JOSE DA SAFIRA
1928;SAO SEBASTIAO DO ANTA
1929;DURANDE
1930;POCRANE
1931;TREMEMBE
1932;AUGUSTO CORREA
1933;UIRAUNA
1934;VENHA-VER
1935;JAIBA
1936;ESTRELA DO SUL
1937;TUPACIGUARA
1938;ABADIA DE GOIAS
1939;NOVO REPARTIMENTO
1940;MORRO DA FUMACA
1941;FORQUILHINHA
1942;SAO JOSE DAS MISSOES
1943;RONDA ALTA
1944;PASSA E FICA
1945;OURINHOS
1946;NAZARENO
1947;RONDINHA
1948;SANTO ANTONIO DO TAUA
1949;TIMBIRAS
1950;INHAPIM
1951;BUERAREMA
1952;BRODOWSKI
1953;SANTA ROSA DE VITERBO
1954;NITEROI
1955;JOSE RAYDAN
1956;ARMAZEM
1957;NOVO TRIUNFO
1958;IPECAETA
1959;SENADOR FIRMINO
1960;TABOCAS DO BREJO VELHO
1961;BOM SUCESSO
1962;RIBEIRAO VERMELHO
1963;SAO VICENTE DE MINAS
1964;RESERVA
1965;CURIUVA
1966;NOVA PALMEIRA
1967;TIMBO
1968;LUIS DOMINGUES
1969;BANANEIRAS
1970;IPUA
1971;CAMPESTRE DA SERRA
1972;VARGEM GRANDE PAULISTA
1973;SANTO ANTONIO DA PLATINA
1974;IGARATINGA
1975;BOA VISTA DO BURICA
1976;SANTO ANGELO
1977;PARAIPABA
1978;LUPIONOPOLIS
1979;CARVALHOS
1980;CEDRO
1981;JUCAS
1982;PIEDADE DO RIO GRANDE
1983;SERITINGA
1984;ROSARIO
1985;RIVERSUL
1986;TOMAZINA
1987;SANTANA DO ITARARE
1988;PALOTINA
1989;CORDEIRO
1990;CABEDELO
1991;PEDRO II
1992;ITAGUARA
1993;FELIXLANDIA
1994;IPIRANGA
1995;TUCURUI
1996;CONSTANTINA
1997;MOCAJUBA
1998;MAMPITUBA
1999;CANDELARIA
2000;AUGUSTO PESTANA
2001;MENDES
2002;ARAPORA
2003;FRANCINOPOLIS
2004;SERTANEJA
2005;TIO HUGO
2006;QUEDAS DO IGUACU
2007;JOIA
2008;CHARQUEADAS
2009;SAO JOAO DA URTIGA
2010;VITORIA DAS MISSOES
2011;PROMISSAO
2012;BOFETE
2013;SAO JOAO DO IVAI
2014;BATATAIS
2015;SANTA MARIA DO HERVAL
2016;LAURO MULLER
2017;URUSSANGA
2018;JACINTO MACHADO
2019;CHOPINZINHO
2020;PONTE NOVA
2021;SANTA ADELIA
2022;PIRACANJUBA
2023;GOIANIRA
2024;SANTO ANTONIO DA PATRULHA
2025;ITAPURANGA
2026;ITAMARAJU
2027;CAPITAO GERVASIO OLIVEIRA
2028;ALTO LONGA
2029;LAGOINHA DO PIAUI
2030;DOM PEDRO
2031;BRASIL NOVO
2032;TANABI
2033;POLONI
2034;UBARANA
2035;PRANCHITA
2036;"""ITAPEJARA D""""OESTE"""
2037;ITAUCU
2038;CRISTALANDIA
2039;CAMPINAS DO PIAUI
2040;TERRA DE AREIA
2041;CUNHA
2042;REDUTO
2043;LAJINHA
2044;MARTINS SOARES
2045;SERICITA
2046;INDIARA
2047;SERRA GRANDE
2048;CENTRAL DO MARANHAO
2049;SANTO ANTONIO DE GOIAS
2050;BURITI BRAVO
2051;MATOES
2052;SAO JOAO DO SOTER
2053;RIBEIROPOLIS
2054;NOSSA SENHORA APARECIDA
2055;CIDREIRA
2056;VARZEA ALEGRE
2057;CANUDOS
2058;CAPIVARI DE BAIXO
2059;CONTENDA
2060;SANTANA DO CARIRI
2061;MISSAO VELHA
2062;QUIXELO
2063;SENGES
2064;XIQUE-XIQUE
2065;BENEDITINOS
2066;PARAI
2067;SABOEIRO
2068;JARDIM
2069;MUNHOZ DE MELO
2070;APARECIDA DO RIO NEGRO
2071;CAMPO MAIOR
2072;ARAGOIANIA
2073;CEZARINA
2074;TRAIRI
2075;DIVISA ALEGRE
2076;ANCHIETA
2077;GARRAFAO DO NORTE
2078;MATA ROMA
2079;BREJO
2080;LAGOA DO ITAENGA
2081;ANTONIO JOAO
2082;BELA VISTA
2083;ARAL MOREIRA
2084;BELA VISTA DE GOIAS
2085;IPAMERI
2086;ARIPUANA
2087;BARIRI
2088;AGUDOS
2089;PIRAJU
2090;ILHA SOLTEIRA
2091;ALTA FLORESTA
2092;AJURICABA
2093;PINHALZINHO
2094;NOSSA SENHORA DA GLORIA
2095;MOJUÍ DOS CAMPOS
2096;IVOTI
2097;CAPAO DO LEAO
2098;SAO SEBASTIAO DO CAI
2099;OURO VELHO
2100;CUNHA PORA
2101;QUINZE DE NOVEMBRO
2102;ESPERA FELIZ
2103;JERIQUARA
2104;CRISTAIS PAULISTA
2105;LAJEADO NOVO
2106;SETUBINHA
2107;ALTO BOA VISTA
2108;ITAGUARI
2109;SOBRADO
2110;ITAUEIRA
2111;SAO JOAO DO PIAUI
2112;VICOSA DO CEARA
2113;CARAUBAS DO PIAUI
2114;MATO GROSSO
2115;COSMORAMA
2116;ADOLFO
2117;MACAUBAL
2118;DOM ELISEU
2119;CAMPO LIMPO PAULISTA
2120;GUARUJA
2121;ITAPETIM
2122;VARJOTA
2123;AMERICO BRASILIENSE
2124;TRIZIDELA DO VALE
2125;CONCEICAO DA BARRA DE MINAS
2126;ALPINOPOLIS
2127;PESCARIA BRAVA
2128;JAGUARUNA
2129;SAO MARTINHO
2130;BOQUIM
2131;ITATIAIA
2132;SAO PEDRO DA ALDEIA
2133;CATURITE
2134;JARDIM DE PIRANHAS
2135;PIRAUBA
2136;EDEIA
2137;CORUMBATAI
2138;NOVA EUROPA
2139;CORRENTINA
2140;DOM CAVATI
2141;SAO JOSE DO SUL
2142;RIO TINTO
2143;CAPIM
2144;ITAUNA DO SUL
2145;NOVA ANDRADINA
2146;SAO JOAO
2147;SANTO ANTONIO DO CAIUA
2148;SAO MANOEL DO PARANA
2149;PACOTI
2150;PACATUBA
2151;CERRO GRANDE DO SUL
2152;BACABEIRA
2153;HUMBERTO DE CAMPOS
2154;BACURITUBA
2155;PARAMOTI
2156;POTENGI
2157;GRANJEIRO
2158;NOVO CABRAIS
2159;MOJU
2160;ULIANOPOLIS
2161;SANTA QUITERIA
2162;JOANOPOLIS
2163;GUARUJA DO SUL
2164;PINHEIRINHO DO VALE
2165;PERDIZES
2166;LUIS GOMES
2167;VIRGEM DA LAPA
2168;IBITINGA
2169;LENCOIS PAULISTA
2170;SANTA CRUZ DO RIO PARDO
2171;PRESIDENTE ALVES
2172;MACATUBA
2173;CAPITAO POCO
2174;FENIX
2175;IGARACU DO TIETE
2176;JACARAU
2177;JEQUITAI
2178;OSORIO
2179;NONOAI
2180;LUCIANOPOLIS
2181;ITAPUI
2182;SANTO ESTEVAO
2183;PORANGABA
2184;TORRE DE PEDRA
2185;GUIMARAES
2186;TRES LAGOAS
2187;VERA
2188;IPUIUNA
2189;PEDREIRA
2190;TAQUARUCU DO SUL
2191;NOVA SANTA RITA
2192;DOIS CORREGOS
2193;TRES RIOS
2194;DARIO MEIRA
2195;TAPURAH
2196;NOVA MUTUM
2197;SILVEIRAS
2198;ASSARE
2199;MALHADA DOS BOIS
2200;SANTO ANTONIO DO GRAMA
2201;CAPISTRANO
2202;SAO JOSE DO BELMONTE
2203;ARVOREZINHA
2204;ORLEANS
2205;SULINA
2206;REALEZA
2207;ESPIGAO ALTO DO IGUACU
2208;ALTO PARNAIBA
2209;MANOEL URBANO
2210;PEDRA DO INDAIA
2211;PIRENOPOLIS
2212;POCAO DE PEDRAS
2213;CACONDE
2214;MINAS DO LEAO
2215;PALMEIRA DO PIAUI
2216;PAJEU DO PIAUI
2217;RIO GRANDE DO PIAUI
2218;ACOPIARA
2219;SAO GABRIEL DO OESTE
2220;AREALVA
2221;CERES
2222;DOIS IRMAOS DO TOCANTINS
2223;CIDADE GAUCHA
2224;IBATEGUARA
2225;IBERTIOGA
2226;CAPELA NOVA
2227;PIQUET CARNEIRO
2228;CACAPAVA
2229;GARCA
2230;PIRAJUI
2231;POMBOS
2232;LIMOEIRO
